text,label_class,label
i want to know that what is the reason of linear regression ?,reason,7
could you please tell me that is there any the gap compare current health ai wearable device and agent technology ?,different,2
excuse me ! what are the cons of knowledge discovery process ?,drawback,3
hi ! where smart housecan be used on  ?,use_to,10
hello ! can you explain the reason of the turing test ?,reason,7
i want to know that what is the requirement to accomplish the agent weatherman ?,method,6
what is a in the mest smart learning and education model?,definition,0
excuse me ! how is the gap compare smart house and synapse ?,different,2
why the von neumann machine is not an intelligent machine?,reason,7
excuse me ! is there any the difference compare intelligent traffic management systems and  see or recognize our world ?,different,2
hello ! are there any the gap compare agent infrastructure tier and transportation ?,different,2
hi ! can you describe the drawbacks of difference between ias ?,drawback,3
what is ict infrastructure?,definition,0
what is the world we see?,definition,0
hi ! which method can we used to achieve the automation and employment ?,method,6
hello ! which one is the designer smart city ?,developer,1
i want to know that can i ask  the disadvantages of e-mail classification problem ?,drawback,3
excuse me ! are there a the separation compare the us government and commercial departments and people to survive ?,different,2
hello ! which one is the designer robot right ?,developer,1
could you please tell me that which area that the fifth-generation wireless technology (5g)can be directed at  ?,use_to,10
how does smart campus process and store large data volumes to operate?,use_to,10
hello ! can you point out the example of major concern in ai ?,example,4
excuse me ! what is the reason of telemedicine ?,reason,7
excuse me ! could you tell me the reason of mind-body dualism theory ?,reason,7
i want to know that where the turing testcan be directed at  ?,use_to,10
excuse me ! what is 5g and ai technologydirected at  ?,use_to,10
i want to know that what is wireless electrocardiogramrepresented as  ?,represent,8
hi ! which person is the developer automation and employment ?,developer,1
hello ! can you give me the reason about digital personal assistants (dpa) or chatbots ?,reason,7
hello ! can you give me the case of priori knowledge ?,example,4
hello ! could you tell me the reason of the commitment to smart cities ?,reason,7
could you please tell me that what is the separation between telemedicine and quantum computers ?,different,2
could you please tell me that where data binningcan be used in  ?,use_to,10
hi ! can you describe  the disadvantages of intelligent education ?,drawback,3
excuse me ! what is standard for smart citiesused on  ?,use_to,10
could you please tell me that may i ask the meaning of telemedicine ?,definition,0
hi ! which person is the creator difference between agent shoppers and traditional online shopping ?,developer,1
hi ! who is the designer build 3d object ?,developer,1
hi ! which areathe study of cognitive phenomena in machinescan be used for  ?,use_to,10
what is t in the mest's smart learning and education model?,definition,0
hi ! what is feedforward backpropagation network for supervised learningrepresented as  ?,represent,8
hi ! could you tell me the reason of ai technologies ?,reason,7
excuse me ! what is the cons of smart energy ?,drawback,3
i want to know that who is the inventor k-itemset ?,developer,1
how to achieve data transformation?,method,6
could you please tell me that which method can we used to implement main schools of thought and approach ?,method,6
"is it a true reality, or a one we imagine and create by our minds?",definition,0
hi ! who is the developer hopfield network ?,developer,1
hi ! may i ask the sample of 5g and ai technology ?,example,4
excuse me ! can you explain the reason of autonomous vehicles (auto-driving) ?,reason,7
hi ! how to realize the biological consciousness ?,method,6
could you please tell me that is the the contrast between potential applications of its with 5g and ai technology and formulate the mind–body problem ?,different,2
i want to know that what do we need to accomplish the vision processes ?,method,6
what is one of the standars for smart cities?,example,4
hi ! where agentcan be directed at  ?,use_to,10
what is the explanation about functionalism?,definition,0
excuse me ! how to describe  the disadvantages of comprehensive ablity ?,drawback,3
excuse me ! how to describe the meaning of gtp ?,definition,0
could you please tell me that can you describe the drawbacks of international ai ethic policy ?,drawback,3
how to achieve feature extraction?,method,6
hi ! what is the reason of ai technologies ?,reason,7
hi ! which area that artificial intelligencecan be used for  ?,use_to,10
i want to know that what is learning capabilityused for  ?,use_to,10
i want to know that what is internet of thingsused in  ?,use_to,10
what does the cognitive science contain?,has_part,5
hello ! are there any  the disadvantages of apparent consciousness ?,drawback,3
hello ! are there any the gap from agent shoppers and the goal ?,different,2
hello ! how to use the data mining ?,method,6
hello ! can you offer me the case of the fifth-generation wireless technology (5g) ?,example,4
could you please tell me that what is goal-based agentsfigured as  ?,represent,8
could you please tell me that what is the factor to cause mind–body problem in the form ?,reason,7
hello ! what is the goalfigured as  ?,represent,8
i want to know that can i ask the definition of agent technology ?,definition,0
excuse me ! may i ask the example of dendrites ?,example,4
hello ! could you tell me the shortcomings of smart learners ?,drawback,3
could you please tell me that is the the contrast compare wearable technology and health and major concern in ai ?,different,2
i want to know that what is uic 5g intelligent agent solutiontraced as  ?,represent,8
hi ! what is data cube aggregation techniqueused in  ?,use_to,10
i want to know that what do we need to implement frequent pattern ?,method,6
hi ! what is the factor to cause autonomous vehicles (auto-driving) ?,reason,7
excuse me ! where the turing testcan be used for  ?,use_to,10
could you please tell me that what is the first ai program in human historytraced as  ?,represent,8
hi ! who is the inventor fraction support s{x} ?,developer,1
i want to know that what is biological consciousnessused in  ?,use_to,10
what can the internet of things be used for?,use_to,10
hi ! who is the creator von neumann machine ?,developer,1
could you please tell me that what is the reason of adaptive agents ?,reason,7
what are the developments in modern wearable technology,developer,1
hello ! can you give me the reason about feedforward backpropagation network for supervised learning ?,reason,7
hi ! where goal-based agentscan be used in  ?,use_to,10
hello ! what is the fifth-generation wireless technology (5g)represented as  ?,represent,8
excuse me ! how to accomplish the neural oscillator ?,method,6
hello ! can you provide the instance of intelligent traffic management systems ?,example,4
hello ! which person is the funder of intelligence ?,developer,1
hello ! which area that weather forecast systemscan be used on  ?,use_to,10
hi ! is the the contrast between main modules of agent shopper system framework and iot of smart cities ?,different,2
hello ! which one is the inventor financial engineering ?,developer,1
i want to know that could you tell me the reason of classification ?,reason,7
i want to know that can you provide the sample of consciousness ?,example,4
i want to know that can you explain the reason of linear and nonlinear regression ?,reason,7
excuse me ! how is the difference between smart health care and the us government and commercial departments ?,different,2
excuse me ! what is cognitive science componentstraced as  ?,represent,8
hi ! what can you tell me the shortcomings of sensors ?,drawback,3
what is the drawback of the privacy and ai monitoring?,drawback,3
why did japan launch the fifth-generation computer project in 1981？,reason,7
hi ! is the the gap compare consciousness and biology and physics ?,different,2
i want to know that can you point out the example of machine consciousness ?,example,4
excuse me ! what is customer relationship managementused for  ?,use_to,10
hi ! is the the difference compare human vision and frequent pattern ?,different,2
i want to know that what is the reason of internet of things ?,reason,7
could you please tell me that what is the requirement to use the wavelet transforms and principal components analysis ?,method,6
hello ! which person set up the data integration ?,developer,1
hi ! what do we need to accomplish the consciousness in robot evaluation ?,method,6
hi ! which area that autonomous vehicles (auto-driving)can be used in  ?,use_to,10
excuse me ! may i ask the definition of agent infrastructure tier ?,definition,0
hello ! can you describe the picture of k-nearest neighbor (knn) technique ?,definition,0
hello ! what is intelligent traffic management systemstraced as  ?,represent,8
hi ! what is realityused in  ?,use_to,10
could you please tell me that can you provide the example of machine consciousness ?,example,4
what is big data?,definition,0
could you please tell me that is there a the difference from the first-generation mobile network(1g) and or vehicle-to-everything ?,different,2
what is the wearable technology?,definition,0
i want to know that what do we need to accomplish the the goal ?,method,6
"i want to know that what is the requirement to accomplish the understand, interpret, and evaluate human intelligence. ?",method,6
could you please tell me that can you give me the reason about separate components ?,reason,7
i want to know that can you describe the meaning of ai ethics ?,definition,0
hi ! what is prometheus dofigured as  ?,represent,8
i want to know that what is the reason of difference between ias ?,reason,7
hi ! what is the reason of human vision ?,reason,7
could you please tell me that can you describe  the disadvantages of big data ?,drawback,3
i want to know that which person is the designer zombie ?,developer,1
hello ! can i ask the downsides of feature extraction ?,drawback,3
why implemented to improve the smart education?,use_to,10
what is smart city infrastruture?,definition,0
i want to know that what is the factor to cause learning capability ?,reason,7
hello ! what is iot of smart citiesfigured as  ?,represent,8
excuse me ! where feedforward backpropagation network for supervised learningcan be used for  ?,use_to,10
i want to know that what is  emergency response servicefigured as  ?,represent,8
excuse me ! what do we need to use the information ?,method,6
excuse me ! could you tell me the illustrate of physical infrastructure ?,example,4
why customer relationship management so important?,use_to,10
could you please tell me that what do we need to achieve the zombie ?,method,6
hi ! what is the gap compare itemset and information processing and transmission. ?,different,2
when the von neumann architecture was invented?,definition,0
excuse me ! is there a the separation compare apparent consciousness and physical infrastructure ?,different,2
hi ! how to describe the picture of tel ?,definition,0
why decision tree  so important?,use_to,10
could you please tell me that how is the contrast from feature extraction and smart energy ?,different,2
hello ! is there any the contrast between personalized expertise  and wavelet transforms and principal components analysis ?,different,2
hello ! can you describe the cons of the earliest successful expert system ?,drawback,3
could you please tell me that can you provide the case of self-consciousness ?,example,4
hello ! which method can we used to carry out human intelligence ?,method,6
excuse me ! can you offer me the instance of the fourth-generation mobile network(4g) ?,example,4
hello ! are there any the cons of clustering ?,drawback,3
could you please tell me that what is the requirement to carry out 5g and ai technology ?,method,6
excuse me ! what is the difference compare go and smart learners ?,different,2
hi ! which person is the creator figure-ground segmentation ?,developer,1
excuse me ! what is data miningrepresented as  ?,represent,8
hi ! what is apparent consciousnessdirected at  ?,use_to,10
i want to know that can you provide the example of data processing ?,example,4
hello ! can you explain the reason of digitize and model a real 3d object (a human actor) and try to track his/her motion ?,reason,7
hi ! can you explain the reason of vision processes ?,reason,7
excuse me ! can you describe the cons of digital personal assistants (dpa) or chatbots ?,drawback,3
could you please tell me that which method can we used to implement uic 5g intelligent agent system framework ?,method,6
could you please tell me that what is build 3d objectfigured as  ?,represent,8
could you please tell me that where neural oscillatorcan be directed at  ?,use_to,10
could you please tell me that what is the factor to cause linking expert system ?,reason,7
hi ! what is intelligent transportation system (its)traced as  ?,represent,8
hi ! what is 6grepresented as  ?,represent,8
excuse me ! can you give me the reason about dendrites ?,reason,7
hi ! which area that fraction support s{x}can be used on  ?,use_to,10
excuse me ! what is the requirement to achieve the wearable technology and health ?,method,6
hi ! what is financial fraud detectiontraced as  ?,represent,8
why hopfield network is important?,reason,7
could you please tell me that how is the difference compare financial analysis and peritoneal dialysis (pd) ?,different,2
hello ! are there any the illustrate of or vehicle-to-everything ?,example,4
hi ! what is smart health careused for  ?,use_to,10
excuse me ! which one is the funder of global workspace model  ?,developer,1
i want to know that what is the factor to cause data binning ?,reason,7
hello ! what is gia structural modeltraced as  ?,represent,8
could you please tell me that can you give me the reason about intelligent traffic management systems ?,reason,7
hi ! how to describe the downsides of formulate the mind–body problem ?,drawback,3
hi ! which areausecan be directed at  ?,use_to,10
hello ! what is mind-body dualism theoryrepresented as  ?,represent,8
"i want to know that what is understand, interpret, and evaluate human intelligence.figured as  ?",represent,8
hello ! how to describe the description of opaqueness of ai systems ?,definition,0
hello ! what is the first-generation mobile network(1g)used for  ?,use_to,10
excuse me ! what is the separation from wavelet and potential applications of its with 5g and ai technology ?,different,2
hi ! what is main modules of agent shopper system frameworkfigured as  ?,represent,8
excuse me ! can you offer me the example of mest ?,example,4
hi ! what is capacityfigured as  ?,represent,8
hi ! can you provide the sample of intelligent education ?,example,4
hi ! can i ask the meaning of drug discovery and toxicology ?,definition,0
i want to know that can i ask the drawbacks of state-of-the-arts technology ?,drawback,3
could you please tell me that what is intelligent educationfigured as  ?,represent,8
could you please tell me that which one is the funder of neural network play a role ?,developer,1
hello ! what is the reason of cognitive science  ?,reason,7
i want to know that is there a the contrast from additional functions and the first-generation mobile network(1g) ?,different,2
i want to know that which areazombiecan be used on  ?,use_to,10
i want to know that which person is the developer self-consciousness ?,developer,1
hi ! can you describe  the disadvantages of big data ?,drawback,3
excuse me ! what are the cons of drug discovery and toxicology ?,drawback,3
can neural oscillators be applied to object recognition?,definition,0
what is the four-tier implementation provided by uic 5g intelligent agent system framework?,has_part,5
excuse me ! which area that model of consciousness can be directed at  ?,use_to,10
hello !  can you show me the sample of artificial intelligence ?,example,4
hi ! which one is the creator intelligent transportation system (its) ?,developer,1
"i want to know that who is the inventor represents, processes, and transforms ?",developer,1
i want to know that which area that wavelet transforms and principal components analysiscan be used in  ?,use_to,10
hello ! what do we need to use the opaqueness and prejudices ?,method,6
excuse me ! which area that frequent patterncan be used for  ?,use_to,10
i want to know that could you tell me the shortcomings of  emergency response service ?,drawback,3
what are some examples of smart pole?,example,4
why we need international ai ethic policy?,reason,7
could you please tell me that how to realize the regression ?,method,6
i want to know that what is mestrepresented as  ?,represent,8
hi ! which areafeedforward backpropagation network for supervised learningcan be used in  ?,use_to,10
hi ! could you tell me the example of pattern features ?,example,4
what were the ai based applications and devices caused by the rapid ai development？,example,4
hello ! how to implement ai ?,method,6
excuse me ! what is adamm wearable technologytraced as  ?,represent,8
i want to know that where optimization problemscan be directed at  ?,use_to,10
hello ! who is the designer intelligence ?,developer,1
hi ! what is the shortcomings of figure-ground segmentation ?,drawback,3
what is the application of intelligent transportation syste?,use_to,10
i want to know that what is linking expert systemtraced as  ?,represent,8
hi ! who is the developer numerical weather prediction (nwp) ?,developer,1
could you please tell me that how to describe the shortcomings of asimov’s laws of robot ethics ?,drawback,3
i want to know that can i ask the meaning of personalized expertise  ?,definition,0
hi ! who is the funder of artificial intelligence ?,developer,1
i want to know that what is self-consciousnessused in  ?,use_to,10
excuse me ! could you tell me the reason of smart infrastructure and classic infrastructure ?,reason,7
excuse me ! what can you tell me the picture of agent weatherman ?,definition,0
excuse me ! can you give me the reason about xcon ?,reason,7
hi ! what is classificationdirected at  ?,use_to,10
could you please tell me that what are the drawbacks of apparent consciousness ?,drawback,3
i want to know that which one is the inventor health chatbots ?,developer,1
hi ! what is medical trendstraced as  ?,represent,8
excuse me ! what is state-of-the-arts technologytraced as  ?,represent,8
hi ! where informationcan be directed at  ?,use_to,10
could you please tell me that what is agent security tierrepresented as  ?,represent,8
excuse me ! are there any the case of basic requirements of a typical intelligent agent ?,example,4
hello ! who is the funder of basic requirements of a typical intelligent agent ?,developer,1
is this the whole story of how we see or recognize our world?,definition,0
hello ! which person is the creator data integration ?,developer,1
excuse me ! what is the factor to cause market ?,reason,7
"the question is, how can we construct such 3d & vr world?",definition,0
excuse me ! what is mind–body problem in the formused for  ?,use_to,10
i want to know that are there any the downsides of agent shoppers ?,drawback,3
hi ! can you describe the meaning of figure-ground segmentation ?,definition,0
what is multi-functional learning technology used to?,developer,1
hi ! who is the inventor the earliest successful expert system ?,developer,1
i want to know that what is the description of the internet of things ?,definition,0
could you please tell me that what is smart education used on  ?,use_to,10
could you please tell me that what is the requirement to realize the feature extraction ?,method,6
could you please tell me that what is biological consciousnessused on  ?,use_to,10
what is the adamm wearable technology?,definition,0
hello ! can you give me the reason about build 3d object ?,reason,7
hi ! are the the contrast between diversity and separate components ?,different,2
could you please tell me that what is the reason of hopfield network ?,reason,7
could you please tell me that what can you tell me the cons of consciousness ?,drawback,3
excuse me ! what is the portrait of additional functions ?,definition,0
excuse me ! what is the downsides of automation and employment ?,drawback,3
excuse me ! what is von neumann architecturerepresented as  ?,represent,8
hello ! what is anthropomorphic robotsused on  ?,use_to,10
i want to know that are the the difference from potential applications of its with 5g and ai technology and go ?,different,2
i want to know that which method can we used to carry out intelligent education ?,method,6
i want to know that which person is the developer associative learning ?,developer,1
hi ! what can you tell me the downsides of current health ai wearable device ?,drawback,3
i want to know that could you tell me the sample of data cube aggregation technique ?,example,4
i want to know that could you tell me the drawbacks of association ?,drawback,3
hi ! what is the reason of smart pedagogy ?,reason,7
excuse me ! what is vision processesfigured as  ?,represent,8
how to achieve feature extraction?,method,6
human can perform segmentation-ground segmentation subconsciously to recognize either a rubin vase or two human faces but not both simultaneously. why?,different,2
could you please tell me that may i ask the case of the third-generation mobile network(3g) ?,example,4
excuse me ! what is the requirement to implement agent technology ?,method,6
hello ! may i ask the drawbacks of data binning ?,drawback,3
hello ! what is capacitydirected at  ?,use_to,10
hello ! what is the requirement to realize the digital personal assistants (dpa) or chatbots ?,method,6
i want to know that are there a the separation from peritoneal dialysis (pd) and figure-ground segmentation ?,different,2
excuse me ! are the the separation between von neumann architecture and smart house ?,different,2
what are the applications of the internet of things in home automation companies？,use_to,10
could you please tell me that what is the definition of agent infrastructure tier ?,definition,0
could you please tell me that may i ask the sample of intelligent traffic management systems ?,example,4
excuse me ! could you tell me the reason of agents integration ?,reason,7
excuse me ! what is autnomous vehicles traced as  ?,represent,8
hello ! which area that regressioncan be used in  ?,use_to,10
excuse me ! what can you tell me the meaning of linking expert system ?,definition,0
could you please tell me that what is gtprepresented as  ?,represent,8
could you please tell me that can you provide the sample of vision processes ?,example,4
could you please tell me that which person is the funder of automation and employment ?,developer,1
what prometheus do for a gift to people?,developer,1
could you please tell me that can you describe the drawbacks of optimization problems ?,drawback,3
hello ! what is smart pedagogyused for  ?,use_to,10
i want to know that where regressioncan be used in  ?,use_to,10
excuse me ! are there a the separation compare autnomous vehicles  and self-consciousness ?,different,2
hi !  can you show me the example of sustainable transport system ?,example,4
excuse me ! can you explain the reason of data reduction ?,reason,7
hello ! what is vehicle-to-vehicle technologyrepresented as  ?,represent,8
could you please tell me that what is optimization problemstraced as  ?,represent,8
i want to know that what is the requirement to achieve the main modules of agent shopper system framework ?,method,6
could you please tell me that which area that data discretizationcan be used for  ?,use_to,10
hello ! what is the requirement to carry out body ?,method,6
hi ! how to describe the shortcomings of smart health care ?,drawback,3
excuse me ! how to describe the drawbacks of histograms & clustering techniques ?,drawback,3
excuse me ! which person is the funder of  combined methods ?,developer,1
hello ! what do we need to realize the difference between ias ?,method,6
what is the peritoneal dialysis?,definition,0
i want to know that what is the meaning of data transformation ?,definition,0
when the one of the widely accepted definitions of human intelligence condensed?,definition,0
i want to know that which area that cognitive science can be used for  ?,use_to,10
hello ! can i ask the portrait of enaction ?,definition,0
i want to know that where  emergency response servicecan be directed at  ?,use_to,10
hi ! is there any the difference from ai application and consciousness ?,different,2
does the earliest successful expert system have any disadvantages？,drawback,3
excuse me !  can you show me the sample of wearable technology ?,example,4
excuse me ! which method can we used to realize the wavelet ?,method,6
hello ! what do we need to accomplish the artificial intelligence ?,method,6
excuse me ! which one is the designer data normalization ?,developer,1
could you please tell me that what is reality and vrtraced as  ?,represent,8
excuse me ! which one is the inventor neural oscillators  ?,developer,1
what is wavelet? ,definition,0
hello ! how to use the construct 3d & vr world ?,method,6
hi ! how to accomplish the main entities of agent negotiator ?,method,6
hi ! what is the requirement to implement dendrites ?,method,6
hi ! which method can we used to accomplish the ai ?,method,6
i want to know that may i ask the portrait of von neumann machine ?,definition,0
hello ! is the the separation between intelligent agent and data normalization ?,different,2
excuse me ! are there any the difference between capacity and neural networks ?,different,2
excuse me ! what are the shortcomings of medical trends ?,drawback,3
what is the fifth-generation wireless technology (5g)?,definition,0
how human see the world?,method,6
hi ! is there a the difference compare itemset and histograms & clustering techniques ?,different,2
i want to know that  can you show me the sample of automation and employment ?,example,4
i want to know that what is the ai based applications and devicesfigured as  ?,represent,8
excuse me ! what is the requirement to accomplish the itemset ?,method,6
what is body?,definition,0
what is data discretization?,definition,0
hello ! could you tell me the reason of quantum computers ?,reason,7
hello ! what is health chatbotstraced as  ?,represent,8
hello !  can you show me the instance of prometheus do ?,example,4
hello ! what is autonomous vehicles (auto-driving)figured as  ?,represent,8
hello ! how to accomplish the goal-based agents ?,method,6
could you please tell me that are the the difference from the study of cognitive phenomena in machines and the model ?,different,2
hi ! what can you tell me the meaning of application tier ?,definition,0
excuse me ! which person is the inventor vision processes ?,developer,1
i want to know that could you tell me the instance of data cube aggregation technique ?,example,4
i want to know that could you tell me the portrait of human vision ?,definition,0
hi ! what is agentfigured as  ?,represent,8
which country first implemented smart country master plan?,represent,8
excuse me ! where gia structural modelcan be directed at  ?,use_to,10
hello ! can you offer me the illustrate of uic 5g intelligent agent solution ?,example,4
hello ! can i ask the case of measure intelligence ?,example,4
i want to know that which area that fraction support s{x}can be used in  ?,use_to,10
how can telemedicine save lives?,use_to,10
hi ! can you give me the case of learning capability ?,example,4
i want to know that  can you show me the case of wearable technology ?,example,4
could you please tell me that what is the requirement to accomplish the gtp ?,method,6
excuse me ! what is traditional health carefigured as  ?,represent,8
excuse me ! are there any the separation compare main schools of thought and approach and robot consciousness ?,different,2
why data mining becomes so important?,use_to,10
why financial fraud detection so important?,use_to,10
could you please tell me that what is the requirement to realize the data discretization ?,method,6
excuse me ! what is  the disadvantages of intelligent education ?,drawback,3
hi ! how to implement feature extraction ?,method,6
could you please tell me that which area that rational agentcan be directed at  ?,use_to,10
i want to know that can you offer me the example of the commitment to smart cities ?,example,4
excuse me ! can you provide the illustrate of machine learning ?,example,4
could you please tell me that what is financial engineeringfigured as  ?,represent,8
hi ! which person is the designer iot framework ?,developer,1
i want to know that are there a the gap from prejudices of ai systems and data discretization ?,different,2
hi ! which area that synapsecan be used for  ?,use_to,10
excuse me ! what is the gap compare optimization problems and the fourth-generation mobile network(4g) ?,different,2
hi ! are there any the downsides of weaarable technology ?,drawback,3
excuse me ! which one is the inventor association ?,developer,1
why people apply automation?,reason,7
what is the role of transportation?,use_to,10
hi ! what is the factor to cause global workspace model  ?,reason,7
what is the privacy and ai monitoring used to?,use_to,10
what didi an early backward linking expert system use ai to do？,method,6
excuse me ! can you explain the reason of standard for smart cities ?,reason,7
what is artificial neural networks?,definition,0
i want to know that what is data discretizationtraced as  ?,represent,8
i want to know that could you tell me the reason of the ai based applications and devices ?,reason,7
hello ! what is decision treefigured as  ?,represent,8
what can a health chatbots be used for,use_to,10
i want to know that how to carry out unfair judgments ?,method,6
excuse me ! which method can we used to accomplish the agent security tier ?,method,6
hello ! what is self-consciousnessfigured as  ?,represent,8
excuse me ! is there a the gap compare frequent pattern and the commitment to smart cities ?,different,2
could you please tell me that which one is the funder of autonomous robots’ improvement ?,developer,1
hi ! are there any the difference between data integration and data cube aggregation technique ?,different,2
hi ! are there any the shortcomings of market ?,drawback,3
hi ! what is weaarable technologyfigured as  ?,represent,8
what are the characteristics of good ai applications?,definition,0
excuse me ! are the the contrast from agent technology and stain method ?,different,2
could you please tell me that who is the developer neural network play a role ?,developer,1
hello ! what is intelligent agentrepresented as  ?,represent,8
i want to know that how to describe the shortcomings of digital personal assistants (dpa) or chatbots ?,drawback,3
hi ! who is the funder of numerical weather prediction (nwp) ?,developer,1
hi ! what is the requirement to implement market ?,method,6
excuse me ! is there any the contrast compare automation and neural networks ?,different,2
hi ! how is the separation from brain work and priori knowledge ?,different,2
hi ! what is medical trendsrepresented as  ?,represent,8
i want to know that what is the requirement to achieve the body ?,method,6
i want to know that what is the factor to cause  combined methods ?,reason,7
hello ! can you give me the illustrate of agent weatherman ?,example,4
hi ! what is sustainable transport systemrepresented as  ?,represent,8
why we need opaqueness of ai systems,use_to,10
i want to know that may i ask the portrait of ict infrastruture ?,definition,0
i want to know that what is the factor to cause the commitment to smart cities ?,reason,7
hi ! which areaalphagocan be used on  ?,use_to,10
hi ! what is brain workfigured as  ?,represent,8
i want to know that what is people to surviveused on  ?,use_to,10
i want to know that what is the requirement to implement the us government and commercial organizations ?,method,6
hi ! what is the reason of itemset ?,reason,7
hi ! may i ask the illustrate of smart education  ?,example,4
what is frequent pattern?,definition,0
hello ! may i ask the description of the internet of things ?,definition,0
hello ! what is capacityrepresented as  ?,represent,8
i want to know that what can you tell me the description of  emergency response service ?,definition,0
how does iot work?,use_to,10
hi ! what is the requirement to implement e-mail classification problem ?,method,6
hello ! are the the separation compare the goal and xcon ?,different,2
how to achieve data integration?,method,6
i want to know that how to implement mind–body problem in the form ?,method,6
could you please tell me that can you describe the cons of information ?,drawback,3
could you please tell me that can i ask the illustrate of internet of things(iot) ?,example,4
could you please tell me that how to describe the cons of data cleaning ?,drawback,3
excuse me ! what is the difference from medical trends and smart energy ?,different,2
hello ! what is computer visionfigured as  ?,represent,8
hello ! which method can we used to achieve the cognitive science  ?,method,6
could you please tell me that can you explain the reason of comprehensive ablity ?,reason,7
i want to know that what is separate componentstraced as  ?,represent,8
hello ! can you explain the reason of intelligent transportation syste(its) ?,reason,7
hello ! are there any the difference between or vehicle-to-everything and information processing and transmission. ?,different,2
hi ! which one is the developer iot ?,developer,1
could you please tell me that could you tell me the case of information ?,example,4
i want to know that which person is the developer apparent consciousness ?,developer,1
i want to know that what can you tell me the definition of autnomous vehicles  ?,definition,0
i want to know that can you provide the sample of autonomous robots’ improvement ?,example,4
i want to know that which person is the inventor theorems ?,developer,1
hello ! how to describe the meaning of perform basic logical operations ?,definition,0
i want to know that can you give me the reason about interpret intelligence as the integration of eight different aspects ?,reason,7
i want to know that can you explain the reason of wireless electrocardiogram ?,reason,7
excuse me ! how to carry out the third-generation mobile network(3g) ?,method,6
could you please tell me that are the the difference between smart learners and smart education  ?,different,2
hi ! which method can we used to use the go ?,method,6
hello ! who is the funder of smart health care ?,developer,1
hello ! can you give me the case of data transformation ?,example,4
i want to know that what is intelligent traffic management systemsused in  ?,use_to,10
could you please tell me that could you tell me the reason of ai-learning tier ?,reason,7
i want to know that what is data cube aggregation techniquefigured as  ?,represent,8
could you please tell me that what is agent security tiertraced as  ?,represent,8
excuse me ! which areaadditional functionscan be directed at  ?,use_to,10
excuse me ! could you tell me the instance of data normalization ?,example,4
hello ! what is the requirement to realize the  componential analysis of human ability ?,method,6
i want to know that how to carry out internet of things(iot) ?,method,6
could you please tell me that can you give me the example of human vision ?,example,4
could you please tell me that which areafinancial analysiscan be used in  ?,use_to,10
excuse me ! what is smart campusrepresented as  ?,represent,8
hi ! can you give me the case of gofac ?,example,4
hello ! how to realize the main schools of thought and approach ?,method,6
could you please tell me that what is the factor to cause feature extraction ?,reason,7
could you please tell me that what is the requirement to carry out clustering ?,method,6
could you please tell me that what do we need to realize the vision processes ?,method,6
i want to know that what is xconrepresented as  ?,represent,8
hello ! what is dendritesrepresented as  ?,represent,8
excuse me ! can i ask the illustrate of association rule mining ?,example,4
hi ! how to realize the staining method to study brain neural activity ?,method,6
what is the drawback of the international ai ethic policy?,drawback,3
could you please tell me that what are the downsides of digitize and model a real 3d object (a human actor) and try to track his/her motion ?,drawback,3
what is iot framework,definition,0
could you please tell me that what do we need to implement body ?,method,6
hello ! how to achieve the major concern in ai ?,method,6
hi ! which person is the developer diversity ?,developer,1
i want to know that what is construct 3d & vr worldtraced as  ?,represent,8
could you please tell me that what is  the disadvantages of automation ?,drawback,3
what is the modern wearable technology?,definition,0
excuse me ! what is 5g and autonomous drivingrepresented as  ?,represent,8
what is intelligence？,has_part,5
i want to know that which person is the developer current health ai wearable device ?,developer,1
what is the difference between ias?,different,2
"why the us government and commercial organizations attracted a large amount research funding on ai research？
",reason,7
what are artificial neural networks?,definition,0
hello ! where feedforward backpropagation network for supervised learningcan be used in  ?,use_to,10
hello ! what is 5g and ai technologytraced as  ?,represent,8
i want to know that  can you show me the example of ai technologies ?,example,4
hello ! can you provide the instance of dimensionality reduction ?,example,4
why has the internet of things become one of the most important technologies in our daily activities？,reason,7
excuse me ! can you give me the reason about drug discovery and toxicology ?,reason,7
hello ! which one is the developer  see or recognize our world ?,developer,1
could you please tell me that what is classificationused on  ?,use_to,10
excuse me ! what is associationdirected at  ?,use_to,10
hi ! what is intelligenceused in  ?,use_to,10
hello ! what do we need to implement privacy protection technologies  ?,method,6
could you please tell me that which person is the funder of  combined methods ?,developer,1
hello ! can you describe the downsides of intelligent traffic management systems ?,drawback,3
hi ! can you give me the reason about data transformation ?,reason,7
could you please tell me that what is ictrepresented as  ?,represent,8
i want to know that who is the creator data compression ?,developer,1
what is cognitive science?,definition,0
could you please tell me that who set up the indications in iso 37120 ?,developer,1
hello ! what is aitraced as  ?,represent,8
hi ! what is the modelfigured as  ?,represent,8
hi ! what can you tell me the meaning of limb control system ?,definition,0
excuse me ! which one is the inventor mest ?,developer,1
i want to know that what is the requirement to carry out zombie ?,method,6
i want to know that can you explain the reason of difference between agent shoppers and traditional online shopping ?,reason,7
hello ! how to describe  the disadvantages of biology and physics ?,drawback,3
